Network_ID,Network_Identifiers,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
Network_149.graphml,ant mersch col4 day27,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1266,0.853,54,46.036,5.517,0.12,-1.573,344.255,122.741,0.357,7.478,8.118,1.086,838,-0.042,0.003,0.001,0.004950081,0.019,0.019,0.112643576,0.877,0.074,0.876,0.046,0.494,0.093,0.552137063,2,27.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_150.graphml,ant mersch col4 day28,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1276,0.859,54,46.4,5.535,0.119,-1.489,379.636,132.775,0.35,8.182,8.319,1.017,840,-0.07,0.003,0.001,0.004657595,0.02,0.017,0.063480656,0.885,0.1,0.882,0.048,0.498,0.096,0.549373041,2,27.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_151.graphml,ant mersch col4 day29,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1272,0.857,54,46.255,5.8,0.125,-1.982,384.582,134.293,0.349,8.314,8.519,1.025,767,-0.059,0.003,0.001,0.005028477,0.022,0.026,0.109808797,0.885,0.092,0.882,0.047,0.484,0.097,0.563673706,2,27.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_152.graphml,ant mersch col4 day30,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1252,0.843,54,45.527,6.463,0.142,-1.816,394.073,173.564,0.44,8.656,10.112,1.168,1029,-0.015,0.003,0.001,0.006043484,0.021,0.028,0.17207559,0.878,0.057,0.877,0.048,0.493,0.097,0.555115147,2,27.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_153.graphml,ant mersch col4 day31,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1221,0.822,53,44.4,7.88,0.177,-2.464,330.182,121.143,0.367,7.437,7.788,1.047,594,-0.057,0.003,0.002,0.008670713,0.02,0.02,0.101815797,0.876,0.07,0.872,0.049,0.486,0.101,0.562653563,2,27.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_154.graphml,ant mersch col4 day32,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,35,497,0.835,33,28.4,4.058,0.143,-1.018,228.8,96.588,0.422,8.056,8.527,1.058,437,-0.123,0.005,0.002,0.008898814,0.032,0.039,0.163668086,0.866,0.077,0.86,0.028,0.657,0.043,0.370221328,3,11.66666667,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_155.graphml,ant mersch col4 day33,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,35,490,0.824,34,28,3.711,0.133,-0.978,243.543,103.514,0.425,8.698,9.271,1.066,447,-0.076,0.005,0.002,0.009959767,0.034,0.037,0.127516779,0.85,0.087,0.846,0.054,0.499,0.108,0.555102041,2,17.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_156.graphml,ant mersch col4 day34,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,35,505,0.849,33,28.857,5.566,0.193,-3.45,247.486,99.329,0.401,8.576,8.019,0.935,464,-0.078,0.005,0.005,0.028109949,0.036,0.046,0.193592059,0.913,0.123,0.908,0.018,0.598,0.03,0.419804058,3,11.66666667,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_157.graphml,ant mersch col4 day35,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,35,501,0.842,33,28.629,5.372,0.188,-2.783,258.057,105.584,0.409,9.014,8.754,0.971,450,-0.045,0.005,0.003,0.011832654,0.036,0.049,0.244465791,0.9,0.119,0.899,0.031,0.632,0.049,0.399195621,3,11.66666667,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_158.graphml,ant mersch col4 day36,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,35,488,0.82,33,27.886,4.483,0.161,-1.424,240.114,93.696,0.39,8.611,8.418,0.978,420,-0.036,0.005,0.003,0.010905654,0.036,0.04,0.208074056,0.867,0.119,0.864,0.063,0.483,0.13,0.579912091,2,17.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_159.graphml,ant mersch col4 day37,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,35,484,0.813,33,27.657,5.601,0.203,-2.847,232.114,86.798,0.374,8.393,8.142,0.97,427,-0.064,0.006,0.005,0.026495207,0.035,0.038,0.158266654,0.885,0.087,0.877,0.04,0.493,0.081,0.547523489,2,17.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_160.graphml,ant mersch col4 day38,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,35,480,0.807,34,27.429,4.581,0.167,-0.926,231.486,78.866,0.341,8.44,9.277,1.099,462,-0.121,0.006,0.003,0.012441231,0.035,0.029,0.136200831,0.853,0.068,0.843,0.054,0.456,0.118,0.597907324,2,17.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_161.graphml,ant mersch col4 day39,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,35,492,0.827,33,28.114,4.49,0.16,-1.444,250.571,100.011,0.399,8.913,9.288,1.042,459,-0.091,0.005,0.003,0.010400623,0.036,0.034,0.151656622,0.867,0.067,0.862,0.043,0.634,0.068,0.408540737,3,11.66666667,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_162.graphml,ant mersch col4 day40,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,35,485,0.815,33,27.714,5.251,0.189,-3.014,269.714,128.547,0.477,9.732,11.046,1.135,761,-0.049,0.006,0.005,0.020193233,0.037,0.048,0.253368634,0.878,0.086,0.871,0.048,0.5,0.096,0.548459263,2,17.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_163.graphml,ant mersch col4 day41,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,35,500,0.84,33,28.571,5.536,0.194,-3.122,284.8,107.944,0.379,9.968,9.017,0.905,534,-0.056,0.005,0.004,0.017716513,0.036,0.053,0.208128092,0.908,0.136,0.901,0.034,0.498,0.068,0.53600804,2,17.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_164.graphml,ant mersch col5 day01,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,152,9053,0.789,150,119.118,16.023,0.135,-1.049,905.513,262.929,0.29,7.602,8.339,1.097,1971,-0.013,0.001,0,0.002895737,0.006,0.004,0.020614805,0.827,0.02,0.824,0.075,0.5,0.15,0.575280947,2,76,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_165.graphml,ant mersch col5 day02,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,152,9141,0.797,151,120.276,17.192,0.143,-1.911,893.882,258.818,0.29,7.432,7.721,1.039,1901,-0.005,0.001,0,0.003318114,0.006,0.004,0.015319793,0.838,0.059,0.834,0.071,0.5,0.142,0.571492585,2,76,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_166.graphml,ant mersch col5 day03,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,152,8634,0.752,150,113.605,18.996,0.167,-1.567,877.987,268.561,0.306,7.728,8.649,1.119,2003,-0.001,0.002,0.001,0.004824456,0.006,0.004,0.019714642,0.811,0.028,0.804,0.085,0.5,0.17,0.585014096,2,76,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_167.graphml,ant mersch col5 day04,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,152,8566,0.746,151,112.711,17.119,0.152,-0.391,895.316,307.219,0.343,7.943,9.54,1.201,2983,-0.02,0.002,0.001,0.003960181,0.006,0.004,0.02071183,0.797,0.017,0.791,0.091,0.5,0.182,0.590821706,2,76,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_168.graphml,ant mersch col5 day05,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,152,8410,0.733,150,110.658,18.741,0.169,-0.89,884.553,308.975,0.349,7.994,9.708,1.214,2612,-0.034,0.002,0.001,0.004555656,0.006,0.004,0.020785743,0.793,0.033,0.785,0.091,0.499,0.182,0.591794919,2,76,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
