graphfile,Species,Class,Population type,Geographical Location,Data collection technique,Interaction type,Definition of interaction,Edge weight type,Total duration of data collection,Time resolution of data collection,Number of nodes,Number of edges,Network density,Average degree,Highest degree,CV degree,Skewness,Node strength (average),Node strength (standard deviation),Edge strength (average),Edge strength (standard deviation),Degree assortativity,Betweenness centrality (average),Betweenness centrality (standard deviation),Weighted betweeness centrality (average),Weighted betweenness centrality (standard deviation),Clustering coefficient (average),Weighted clustering coefficient (average),Transitivity,Newman modularity (Q),Maximum modularity (Qmax),Relative modularity (Qrel),Network cohesion,Number of modules,Average module size,Note,Citation
weighted_ant_mersch_colony4_day37.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,35,484,0.813,27.657,33,0.203,-2.847,232.114,86.798,8.393,8.142,-0.064,0.006,0.005,0.035,0.038,0.885,0.087,0.877,0.04,0.493,0.081,0.5475234892742215,2,17.5,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony4_day38.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,35,480,0.807,27.429,34,0.167,-0.926,231.486,78.866,8.44,9.277,-0.121,0.006,0.003,0.035,0.029,0.853,0.068,0.843,0.054,0.472,0.114,0.5812409181106546,2,17.5,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony4_day39.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,35,492,0.827,28.114,33,0.16,-1.444,250.571,100.011,8.913,9.288,-0.091,0.005,0.003,0.036,0.034,0.867,0.067,0.862,0.043,0.634,0.068,0.40854073720261386,3,11.666666666666666,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony4_day40.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,35,485,0.815,27.714,33,0.189,-3.014,269.714,128.547,9.732,11.046,-0.049,0.006,0.005,0.037,0.048,0.878,0.086,0.871,0.048,0.5,0.096,0.5484592624666234,2,17.5,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony4_day41.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,35,500,0.84,28.571,33,0.194,-3.122,284.8,107.944,9.968,9.017,-0.056,0.005,0.004,0.036,0.053,0.908,0.136,0.901,0.034,0.498,0.068,0.5360080401206018,2,17.5,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony5_day01.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,152,9053,0.789,119.118,150,0.135,-1.049,905.513,262.929,7.602,8.339,-0.013,0.001,0.0,0.006,0.004,0.827,0.02,0.824,0.075,0.5,0.15,0.5752809465359869,2,76.0,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony5_day02.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,152,9141,0.797,120.276,151,0.143,-1.911,893.882,258.818,7.432,7.721,-0.005,0.001,0.0,0.006,0.004,0.838,0.059,0.834,0.071,0.5,0.142,0.5714925845992814,2,76.0,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony5_day03.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,152,8634,0.752,113.605,150,0.167,-1.567,877.987,268.561,7.728,8.649,-0.001,0.002,0.001,0.006,0.004,0.811,0.028,0.804,0.085,0.5,0.17,0.585014095469297,2,76.0,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony5_day04.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,152,8566,0.746,112.711,151,0.152,-0.391,895.316,307.219,7.943,9.54,-0.02,0.002,0.001,0.006,0.004,0.797,0.017,0.791,0.091,0.5,0.182,0.5908217056290681,2,76.0,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony5_day05.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,152,8410,0.733,110.658,150,0.169,-0.89,884.553,308.975,7.994,9.708,-0.034,0.002,0.001,0.006,0.004,0.793,0.033,0.785,0.091,0.499,0.182,0.5917949186255234,2,76.0,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony5_day06.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,152,8379,0.73,110.25,149,0.188,-1.235,909.368,313.296,8.248,10.692,0.006,0.002,0.001,0.006,0.004,0.802,0.019,0.794,0.092,0.496,0.185,0.5955364601981143,2,76.0,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony5_day07.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,152,8093,0.705,106.487,148,0.186,-0.869,863.553,332.209,8.109,10.562,0.015,0.002,0.001,0.006,0.004,0.778,0.026,0.77,0.101,0.497,0.203,0.6041014148996691,2,76.0,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony5_day08.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,152,8032,0.7,105.684,149,0.186,-0.668,872.526,334.43,8.256,10.225,0.009,0.002,0.001,0.006,0.004,0.777,0.03,0.768,0.109,0.5,0.218,0.6096874694969513,2,76.0,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
weighted_ant_mersch_colony5_day09.graphml,Camponotus fellah,Insecta,captive,"University of Lausanne, Laussane, Switzerland",video,physical contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,1day,0.5 sec,152,7835,0.683,103.092,150,0.199,-0.754,857.816,367.569,8.321,10.488,0.019,0.002,0.001,0.007,0.004,0.769,0.028,0.759,0.116,0.499,0.232,0.6167204765493061,2,76.0,"Networks represent six separate colonies of the ant. The authors recorded the position and orientation of all
individuals twice per second to reconstruct spatial
movement and infer all social interactions
occurring over the 41 days of the experiment.","Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. <br> ""Tracking individuals shows spatial fidelity is a <br> key regulator of ant social organization.""Science 340.6136 <br> (2013): 1090-1093."
